sn,hn 
20160830,
19960725,
20020122,
19981218,
19960305,
20061010,
20161118,
20160803,
20160331,
20151202,
20170202,
20160803,
20161117,
20161117,
20161201,
20160629,
20160411,
20160321,
20160321,
20160412,
20170208,
20170104,
20170104,
20160104,
20151130,
20160406,
20151104,
20161031,
20160516,
20160418,
20151104,
20151104,
20151117,
20161109,
20160810,
20160122,
20160302,
20151203,
20160519,
20160603,
20160831,
20161205,
20160809,
20160811,
20170210,
20160804,
20161114,
20160826,
20160922,
20160610,
20160613,
20161216,
20160926,
20161024,
20161024,
20161024,
20161222,
20170105,
20160715,
20161027,
20161027,
20161031,
20160311,
20151224,
20161223,
20171102,
19891214,
20110816,
20120525,
20120530,
19990109,
19990511,
19960823,
19981208,
20171024,
20170927,
20170927,
20170921,
20171115,
20180213,
20171130,
20170920,
20170918,
20170914,
20170918,
20171220,
19950823,
20050219,
20070827,
20080325,
20080331,
20070912,
20050317,
20030825,
20170515,
20160720,
19980801,
20180126,
20171229,
20180110,
20171012,
20171012,
20171011,
20180226,
20180115,
20120514,
20120111,
20120112,
20011231,
20120113,
20120116,
20120117,
20080130,
20030107,
20020628,
20180116,
20171228,
20171228,
20180119,
20180214,
20180119,
20180201,
20180118,
20180117,
20180118,
20180213,
20171122,
20050216,
19981202,
20170703,
20170717,
20180123,
20180209,
20170518,
20170615,
20170615,
20171020,
20171020,
20171115,
20171018,
20170515,
20171114,
20171114,
20171114,
20171114,
20171212,
20171016,
20171016,
20171016,
20171027,
20170823,
20170706,
20070604,
20171226,
20171227,
20171227,
20171218,
20170726,
20170828,
20170213,
20170511,
20170724,
20171031,
20170216,
20170321,
20061124,
20030203,
20171229,
20170317,
20170316,
20170317,
20170428,
20180131,
20170524,
20170821,
20170629,
20170713,
20170831,
20030107,
20171107,
20180222,
20180222,
20111213,
20010101,
20060209,
19940927,
20120109,
19981221,
20070604,
20071017,
19980826,
20010612,
20170929,
20101203,
20101208,
20090409,
20100201,
20140718,
20140724,
20070711,
20080617,
20050614,
19981222,
20040329,
20011214,
20111102,
20111109,
20120821,
20120821,
20131016,
20140915,
20140916,
20140919,
20140925,
20010413,
20030303,
20040524,
20041006,
20030523,
20070807,
20150206,
20140926,
20130405,
20131024,
20020325,
20180104,
20170524,
20170420,
20170316,
20170315,
20170403,
20170703,
20170306,
20170329,
20170329,
20180202,
20170524,
20170504,
20170425,
20170426,
20170510,
20170531,
20170821,
20170714,
20170718,
20170802,
20170309,
20170308,
20170308,
20170405,
20180131,
20170616,
20170331,
20171121,
20180227,
20180228,
20170619,
20031231,
20050922,
20030503,
20110217,
20081105,
20090720,
20141208,
20141217,
20141222,
20141223,
20141230,
20141231,
20150107,
20150114,
20150120,
20150128,
20061130,
20030808,
19861224,
20040812,
20060921,
20060206,
20020323,
20050707,
19990115,
20060705,
20021224,
20030412,
20070126,
19890412,
20060127,
20150226,
20120629,
20120717,
20111012,
20170725,
20111025,
20120731,
20121226,
20121226,
20131023,
20131023,
20131028,
20131031,
20140926,
20141007,
20140709,
20121012,
20130807,
20130814,
20140711,
19881109,
19981217,
20000330,
20061027,
19971121,
20050302,
20050913,
20070816,
19960123,
20040722,
20051018,
20090323,
20091228,
19981218,
20040219,
19981201,
20030311,
20110919,
20110921,
20121122,
20130909,
19840320,
20130916,
20140822,
20140904,
20071107,
20101210,
20130506,
20130507,
20130528,
20140422,
20120601,
20120604,
20120607,
20120619,
20060223,
20071116,
20080424,
20060516,
20050113,
20060607,
20041217,
19980306,
20020329,
20091109,
20070727,
20061017,
19990714,
20080929,
20090619,
20100426,
20110131,
20081009,
20090708,
20100511,
20080812,
19990831,
20090216,
20091126,
20110609,
20110610,
20091209,
20091211,
20091222,
20100520,
20040416,
20021019,
20110728,
20120420,
20120427,
19900619,
20030513,
20060921,
20071226,
20030528,
20071227,
20080104,
20080225,
19830516,
20050202,
20051104,
20031008,
19830808,
19881121,
20020319,
19900430,
20120821,
20070406,
19961104,
20090821,
20101214,
20090428,
20140617,
20140619,
19860327,
19990227,
20030830,
19970201,
20070314,
20041110,
20080310,
20060823,
19990526,
20010926,
19990726,
19980831,
20061229,
20050111,
20020416,
20150302,
20100518,
20150108,
20150305,
20150306,
19831228,
20020306,
20050202,
20060116,
20050214,
20120319,
20110422,
20091014,
20110518,
20110524,
20150310,
20080611,
20121029,
20121030,
20130814,
20130823,
20140728,
20110228,
20140819,
20070817,
20070627,
19970912,
20120412,
20031022,
20021019,
19990607,
19961213,
20100209,
20100415,
20130425,
20130429,
20130502,
20140326,
20140403,
19970908,
19981205,
19981212,
19981201,
20050831,
20060714,
20070205,
20050202,
20080908,
20100420,
20110117,
20110118,
20081128,
20090924,
20100803,
20110413,
20090928,
20091006,
20140411,
20100825,
20100914,
20101023,
20040205,
20020426,
20070406,
20110712,
20090121,
20091123,
20101011,
20101012,
20101012,
20090205,
20090213,
20140512,
20080130,
20130619,
20140520,
20140520,
20040615,
20050404,
19991109,
20020408,
20020924,
20060425,
19981118,
19981207,
20110729,
20130712,
20140527,
20140605,
19900215,
20140611,
20120919,
20130712,
19920913,
20031223,
19990427,
20150331,
20150402,
20101129,
20110624,
20091029,
20130214,
20131217,
20131119,
20141203,
20141209,
20081118,
20130222,
20130304,
20130305,
20140122,
20141013,
20141016,
20141021,
20090327,
20130325,
20090716,
20140211,
20141110,
20141113,
20141119,
20141007,
20141010,
20080430,
20130125,
20130128,
20131107,
20131115,
20131128,
20141031,
20080708,
20080902,
20090429,
20100308,
20110111,
20090519,
20090710,
20130405,
20130412,
20140213,
20140226,
20130416,
20130416,
20060522,
19871228,
19980113,
20020430,
19950826,
20100604,
20100621,
20110223,
20110308,
20110317,
20110321,
20100319,
20110111,
20110111,
20140307,
20140317,
20070516,
20160418,
20151117,
20160531,
20160215,
20150731,
20150925,
20160126,
20151211,
20150904,
20150722,
20151012,
20151228,
20160530,
20160613,
20151029,
20150908,
20151210,
20160622,
20160407,
20160608,
20160229,
20160415,
20140904,
20150501,
20150508,
20150623,
20151022,
20160509,
20160427,
20151014,
20151002,
20160211,
20160212,
20160503,
20160627,
20160627,
20160118,
20150618,
20150717,
20150416,
20150421,
20150424,
20170814,
20170613,
20170613,
20150408,
20150410,
20170201,
20160727,
20160727,
20150805,
20170615,
20170621,
20151005,
20011017,
20160104,
20150625,
20150528,
20150810,
20150915,
20150827,
20150714,
20121108,
20150323,
20160921,
20170816,
20170810,
20160905,
20170713,
20161017,
20180222,
20160810,
20160810,
20171106,
20171010,
20161114,
20160122,
20110816,
20151223,
20180124,
20180110,
20180116,
20171012,
20161117,
20161207,
20160908,
20160920,
20160511,
20180115,
20160317,
20151109,
20160418,
20180116,
20180116,
20171228,
20160225,
20160308,
20170207,
20160902,
20170120,
20160808,
20160608,
20161010,
20160205,
20160420,
20150915,
20151210,
20150915,
20160202,
20150630,
20151123,
20160526,
20150828,
20150612,
20160531,
20160607,
20180118,
20180122,
20151104,
20160824,
20180212,
20161228,
20161101,
20160426,
20161128,
20161024,
20160516,
20160516,
20170921,
20170816,
20160803,
20170912,
20170214,
20170207,
20160822,
20170412,
20170412,
20161021,
20170824,
20170828,
20170728,
20161012,
20170203,
20170411,
20160527,
20160725,
20161014,
20170203,
20170705,
20170608,
20170608,
20160922,
20170228,
20160808,
20170804,
20170808,
20170808,
20170510,
20170731,
20170803,
20170519,
20171020,
20161018,
20161208,
20161216,
20161025,
20161024,
20170105,
20170822,
20160715,
20170327,
20170830,
20150105,
20160912,
20170314,
20160817,
20160817,
20161111,
20160718,
20161013,
20170329,
20170914,
20170623,
20170626,
20170627,
20161020,
20170530,
20170526,
20170328,
20161219,
20151113,
20160224,
20171206,
20170315,
20170831,
20180202,
20180213,
20170420,
20170309,
20170309,
20171130,
20170510,
20170825,
20180131,
20180207,
20170724,
20171031,
20180104,
20170710,
20171109,
20171109,
20170605,
20170407,
20170918,
20170918,
20170918,
20171031,
20171117,
20170315,
20170316,
20171124,
20171116,
20171018,
20170518,
20180227,
20170619,
20170619,
20011030,
20180125,
20180202,
20180202,
20170703,
20170515,
20170516,
20180112,
20171114,
20170215,
20170529,
20170324,
20171103,
20171213,
20171016,
20170425,
20170511,
20170511,
20171030,
20170704,
20170501,
20180112,
20180223,
20170524,
20171227,
20170630,
20170914,
20170908,
20170403,
20171027,
20170807,
20170626,
20171017,
20170419,
20170601,
20171025,
20170727,
20130724,
20170307,
20171208,
20180124,
20171211,
20171215,
20170901,
20180208,
20170725,
20170216,
20180112,
20180209,
20170711,
20171213,
20170217,
20170228,
20170413,
20171020,
20171120,
20170515,
20170403,
20171117,
20171127,
20170531,
20170216,
20101014,
20140929,
20170306,
20170511,
20170511,
20161031,
20170302,
20170302,
20170726,
20170313,
20170718,
20170726,
20170727,
20170727,
20170313,
20170329,
20060501,
20141118,
20101224,
20140428,
20110420,
20171121,
20171124,
20180219,
20171206,
20171206,
20170216,
20180122,
20180205,
20170809,
20170919,
20171031,
20170620,
20170403,
20170403,
20170817,
20170817,
20180102,
20180104,
20170403,
20170717,
20170607,
20170424,
20170427,
20170314,
20171110,
20170713,
20180118,
20170703,
20170529,
19981119,
19950824,
20120120,
20130308,
20170612,
20170309,
20170915,
20171227,
20170518,
20170609,
20171018,
20180221,
20171103,
20170221,
20180219,
20151120,
20160407,
20151216,
20160322,
20160216,
20161206,
20180117,
20160812,
20180202,
20180119,
20161027,
20170629,
20161013,
20161116,
20161011,
20170426,
20160808,
20161024,
20170831,
20151228,
20170113,
20161228,
20161228,
20170109,
20161212,
20151202,
20151102,
20170912,
20161031,
20161031,
20161116,
20161101,
20160628,
20161107,
20170116,
20160906,
20170529,
20170125,
20160704,
20170302,
20170501,
20161208,
20170111,
20160718,
20160803,
20170201,
20160904,
20160920,
20160708,
20161102,
20161103,
20170912,
20160705,
20160912,
20170303,
20160518,
20161004,
20170614,
20170209,
20170907,
20170907,
20170907,
20140717,
20160412,
20160530,
20160530,
20160226,
20150923,
20150915,
20160317,
20150721,
20160310,
20150608,
20160408,
20160511,
20160229,
20160502,
20160622,
20151006,
20160310,
20151209,
20160602,
20180213,
20160404,
20170210,
20160115,
20161017,
20180212,
20170105,
20161114,
20160718,
20160719,
20151114,
20160908,
20160401,
20170117,
20160923,
20151124,
20160404,
20160406,
20160811,
20180227,
20170920,
20171019,
20161220,
20151112,
20180301,
20180126,
20160426,
20171129,
20170104,
20160902,
20160513,
20160922,
20180223,
20171010,
20170125,
20161109,
20180201,
20171012,
20161130,
20161110,
20160520,
20160128,
20160128,
20160303,
20160524,
20150724,
20150804,
20150730,
20150706,
20110919,
20101206,
20150716,
20150722,
20151012,
20150709,
20160415,
20160204,
20151105,
20160202,
20160204,
20160112,
20150911,
20150925,
20151013,
20151221,
20151221,
20150907,
20150930,
20150803,
20160308,
20160418,
20151008,
20150616,
20150616,
20150617,
20151117,
20151210,
20160622,
20150420,
20150423,
20150429,
20150429,
20150508,
20150921,
20160224,
20160504,
20160526,
20150901,
20150908,
20150513,
20150608,
20160504,
20160112,
20150618,
20160523,
20160324,
20160328,
20151015,
20151014,
20150609,
20150611,
20160112,
20160112,
20151022,
20150825,
20150917,
20150625,
20150630,
20160412,
20180112,
20180209,
20170223,
20171031,
20171031,
20170524,
20170428,
20170314,
20180115,
20180118,
20170703,
20170612,
20170612,
20170609,
20170403,
20170406,
20170418,
20170322,
20170727,
20170306,
20170712,
20170413,
20171117,
20170620,
20170403,
20170403,
20170922,
20170922,
20171220,
19740701,
20050602,
19981211,
20070112,
20140416,
19981218,
20140305,
20131106,
20171130,
20171108,
20170608,
20170615,
20170615,
20171206,
20171025,
20170726,
20170726,
20170727,
20150311,
20150317,
20150317,
20150327,
20150403,
20150331,
20150407,
20150409,
20150409,
20150410,
20150528,
20150601,
20161228,
20160707,
20170908,
20150701,
20161122,
20050803,
20041218,
20030820,
20140509,
20140513,
20140521,
20150216,
20150225,
20150303,
20150305,
20070109,
20011119,
19981109,
19951026,
19980210,
19981218,
20060206,
20020323,
20000421,
20131113,
20170817,
20170502,
20171227,
20171227,
20170713,
20170713,
20170724,
20060526,
20110224,
20141007,
20020619,
20171116,
20171116,
20180123,
20180221,
20171103,
20171107,
20170331,
20170407,
20170313,
20170725,
20170216,
20170217,
20170227,
20171020,
20170425,
20180228,
20170216,
20170728,
20180102,
20180104,
20170811,
20170829,
20180207,
20180207,
20170316,
20170321,
20170320,
20170508,
20170519,
20170418,
20170419,
20180110,
20180112,
20121122,
20121204,
20010919,
20050203,
20000330,
20040531,
20020429,
20010823,
19970714,
20080407,
20090210,
20091119,
20040120,
19990415,
19990802,
19981117,
20060629,
19970422,
20031229,
19981202,
20150108,
20080627,
20140410,
20140418,
20150109,
20150120,
20100928,
20090224,
20091229,
20060425,
20000407,
20010709,
20060801,
20101019,
20101020,
20101109,
20080516,
20160114,
20090327,
20100111,
20150126,
20000118,
19850826,
20081110,
20020725,
20010811,
20140428,
20140430,
20150202,
20150209,
20150211,
20150212,
19900428,
20081211,
20090302,
20171226,
20180119,
20111118,
20111124,
20120917,
20100119,
20101118,
20010806,
20070411,
20021106,
20131011,
20131017,
20131028,
20111108,
20020822,
20020614,
19990306,
19911023,
20030225,
20030407,
19890831,
20040503,
20030820,
20031031,
20010721,
20100204,
20080612,
20080618,
20090504,
20100226,
20100303,
20100309,
20171113,
20171208,
20180111,
20020628,
19980203,
20000114,
20100310,
20050302,
20120209,
20120214,
20100907,
20100907,
20090205,
20091113,
20121108,
20121122,
19900428,
20101217,
20101230,
20080704,
20021204,
20010629,
20080710,
20070921,
19931228,
20071001,
20040525,
19810508,
20020819,
19991006,
19970616,
20041026,
20071212,
20171211,
20171215,
20120911,
20131105,
20180208,
19880826,
20120130,
20121116,
20100518,
20110228,
20100806,
20140818,
20140825,
20140826,
20140829,
20110224,
20111021,
20131219,
20131220,
20141104,
20141105,
20141114,
20050425,
20140115,
20140116,
20140120,
20141113,
20120601,
20060608,
20141117,
20141119,
20171018,
20140901,
20140915,
19970217,
19990426,
20050203,
20060105,
20070718,
19981108,
20141226,
19980323,
20110307,
20080909,
20100520,
20100601,
20081008,
20141120,
19961007,
20020226,
19971121,
19990605,
19970501,
19990409,
19901027,
20070103,
20070327,
20020124,
20030108,
20030403,
20040712,
19940528,
20171030,
20171017,
20081015,
20090828,
20000420,
20110418,
20110615,
20141002,
20141013,
20141015,
20100608,
20100611,
20110407,
20110414,
20110419,
20081023,
20081028,
20090901,
20100628,
20080121,
20120827,
20120831,
20180213,
20170927,
20171212,
20170405,
20131121,
20131127,
20131203,
20100326,
20110120,
20080722,
20090513,
20110209,
20091103,
20091125,
20140708,
20140714,
20140714,
20140721,
20000927,
20070604,
20100405,
20121122,
20171019,
20171221,
20171221,
20100525,
20100625,
20140730,
20140801,
20030305,
20060329,
20070619,
20050922,
20040129,
20040720,
20041117,
20070712,
20000421,
20080811,
20090617,
20090306,
20090917,
20090105,
20170918,
20131114,
20100415,
20100423,
20100427,
20110224,
20080905,
20090717,
20100504,
20040712,
20000610,
20070808,
20040601,
20080102,
20070809,
20040402,
20070131,
20010706,
20020823,
20171109,
20131212,
20131212,
20050211,
20120111,
20121106,
20120328,
20130215,
20130222,
20130305,
20110601,
20120410,
20130306,
20090108,
20091029,
20100907,
20051122,
20061122,
20020227,
20060928,
20140203,
20140206,
20141128,
20141201,
20141202,
20071015,
20140218,
20140303,
20140311,
20180109,
20180111,
20120927,
20131114,
20141205,
20140519,
20080123,
20080331,
20140311,
20140312,
20140324,
20020612,
20070604,
20040130,
20070601,
19870808,
20141218,
20141219,
20150106,
20180111,
20180118,
20180119,
20180219,
20120214,
20120221,
20161010,
20160727,
20130403,
20110630,
20120430,
20120503,
20120503,
20170210,
20161017,
20160822,
20160614,
20160720,
20160720,
20160825,
20160824,
20160610,
20160610,
20131209,
20130103,
19970714,
20110428,
20110512,
20120314,
20130110,
20130125,
20130130,
20001215,
20090518,
20140603,
20140616,
20090924,
20140618,
20140623,
20140701,
20140708,
20011224,
19981203,
20020615,
20040615,
20060222,
20000420,
20171129,
20170929,
20180226,
20110513,
20110523,
20120319,
20100720,
19920917,
20091012,
20100809,
20100823,
20080318,
20111130,
20111202,
20111209,
20121010,
20121019,
20121030,
20000621,
20030430,
20100315,
20100317,
20060421,
20000420,
20130912,
20130926,
20050504,
20030318,
20020628,
20050203,
20161006,
20160322,
20160421,
20161221,
20160114,
20160114,
20170105,
20170112,
20161110,
20160404,
20021029,
20020531,
20010326,
19861230,
20120704,
20040726,
20020903,
20161220,
20161220,
20160426,
20160217,
20161230,
20170126,
20161104,
20160318,
20160121,
20160216,
20151127,
20170109,
19810518,
20061113,
20020121,
19910812,
19750919,
19960531,
19960521,
20160713,
20160422,
20160428,
20161125,
20160429,
20161109,
20160801,
20160128,
20161109,
20160407,
20160802,
20161205,
20161206,
20040316,
20051216,
20060425,
20050112,
19810508,
20071024,
20020903,
20071113,
20161118,
20170228,
20170501,
20160728,
20170831,
20170831,
20161031,
20170810,
20170303,
20170428,
20170427,
20161017,
20161128,
20161207,
20160725,
20161116,
20170614,
20170907,
20170907,
20170512,
20161116,
20160817,
20160928,
20170601,
20170227,
20161228,
20161229,
20160701,
20161101,
20160628,
20170529,
20160903,
20160909,
20160919,
20161214,
19801223,
20030313,
19980225,
20000420,
20141016,
20160822,
20160119,
20130408,
20130415,
20130418,
20130402,
20120813,
20130903,
20170209,
20160609,
20160609,
20160108,
20161011,
20160705,
20160714,
20151228,
20160307,
20170104,
20141021,
20141024,
20040625,
20070423,
19990111,
20071126,
20160122,
20160129,
20150428,
20150508,
20160412,
20150722,
20070413,
19990604,
20050203,
20041117,
20150529,
20150529,
20150706,
20151012,
20150709,
20150710,
20151005,
20150731,
20150707,
20150807,
20150811,
20150716,
20150818,
20161228,
20161121,
20170118,
20170908,
20161209,
20161213,
20160908,
20160708,
20170706,
20170720,
20170912,
20161207,
20160816,
20170707,
20131122,
20000520,
20041022,
20060203,
20000421,
20120210,
20170511,
20170511,
20170426,
20161223,
20170220,
20160712,
20170330,
20161101,
20161102,
20161102,
20161103,
20161228,
20170621,
20170824,
20170306,
20170522,
20170302,
20170629,
20161011,
20161013,
20161013,
20130729,
19940510,
20160617,
20160226,
20150911,
20151013,
20151008,
20150616,
20150616,
20150616,
20150617,
20150421,
20150424,
20150428,
20150429,
20150429,
20150501,
20150512,
20160330,
20150901,
20150729,
20151014,
20150611,
20160412,
20150817,
20150424,
19940704,
19801218,
20151119,
20150825,
20151023,
20150608,
20150714,
20151022,
20151030,
20151221,
20150508,
19901025,
19870804,
20041206,
20110919,
20120717,
20160502,
20160112,
20150812,
20150818,
20160408,
20160530,
20160502,
20151027,
20160510,
20150827,
20120718,
20130809,
20130822,
20130827,
20060704,
20050126,
20160203,
20160204,
20150907,
20150907,
20150603,
20151029,
20120713,
20130710,
20110706,
20110715,
20120511,
20120521,
20120524,
20130501,
20130508,
20050329,
20110729,
20110802,
20120530,
20130516,
20130527,
20130607,
20060502,
19871127,
19910822,
19850718,
20110822,
20110826,
20120622,
20130612,
20130624,
20130625,
20150407,
20150406,
20150409,
20150416,
20150406,
20150306,
20150312,
20150317,
20150318,
20150330,
20150330,
20150311,
20160622,
20160624,
20150803,
20160303,
20160418,
20111013,
20111021,
20111031,
20070323,
19860619,
20040708,
20130313,
20150617,
20130712,
20160328,
20151119,
20150618,
20150629,
20150626,
20150727,
20150727,
20150521,
20160502,
20151215,
20160516,
20130723,
20110503,
20120302,
20130108,
20130108,
20130118,
20130130,
20010905,
20061107,
20010516,
20110516,
20110519,
20090916,
20090928,
20100805,
19990904,
20091005,
20091015,
20100820,
20100820,
20080310,
20041208,
20111201,
20111207,
20111207,
20111214,
20121017,
20121022,
20121024,
20121031,
20131211,
20131218,
20040401,
20120110,
20121101,
20120327,
20120329,
20130207,
20130218,
20130227,
20130305,
20070625,
20110527,
20120405,
20120412,
20120417,
20090115,
20091023,
20091103,
20091103,
20090416,
20050817,
20110513,
20121022,
20131216,
20100902,
20021106,
19890812,
20020130,
20060321,
20041011,
20130701,
20110906,
20120702,
20120710,
20080423,
20021202,
20050915,
20120210,
20100907,
20080324,
20080401,
20090123,
20091105,
20091112,
20100907,
20100920,
20121109,
20121120,
19920227,
19860327,
20120130,
20120130,
20121120,
20121130,
20121204,
20040726,
20011224,
20000927,
19990802,
19990528,
20040915,
20020510,
19970623,
20061002,
20060628,
20080415,
20090212,
20091126,
20091204,
20080418,
20080429,
20091208,
20091217,
20060601,
20011030,
19980817,
19981212,
20101018,
20101019,
20101108,
20080507,
20080515,
20080516,
20090320,
20100106,
20100108,
20100126,
20101118,
20101130,
20011102,
19940517,
20050203,
20030217,
20130103,
20130107,
20030313,
20110422,
20110502,
20100415,
20100426,
20100429,
20110224,
20080814,
20080902,
20090702,
20100504,
20100506,
20100512,
20100517,
19980323,
20140813,
20140814,
20140818,
20140822,
20140822,
20140825,
20140826,
20101126,
20140830,
20140901,
20140914,
20140925,
19981215,
20051128,
20060912,
20050203,
20060201,
20010321,
19931109,
20070724,
20140122,
20080205,
20110228,
20110302,
20110314,
20080909,
20080922,
20100527,
20110318,
20110329,
20081014,
20090826,
20090831,
20100608,
20000420,
20110513,
20110627,
20141006,
20141010,
20141015,
20131004,
20131014,
20131021,
20111103,
20111109,
20111110,
20020130,
20020404,
19971224,
19980716,
20010608,
20070112,
20100702,
20081106,
20081120,
20120827,
20120903,
20120907,
20131030,
20131112,
20131112,
20131113,
20131114,
20111116,
20111123,
20111125,
20120917,
20120921,
20121008,
20131114,
20131114,
20131119,
20131126,
20131203,
20131206,
20100318,
20110119,
20080716,
20080721,
20080729,
20100407,
20110124,
20070323,
20091119,
20100211,
20140709,
20140711,
20140714,
20140715,
20140716,
20140723,
19740914,
19920610,
20061107,
20100409,
20100608,
20100611,
20140723,
20140731,
20140731,
20140811,
20050322,
20030922,
20040325,
20061116,
20040212,
20040625,
20050402,
20050425,
20060508,
20041103,
20060907,
20010619,
20080813,
20090622,
20100415,
20040426,
20071228,
20080103,
20080104,
20080114,
20040915,
20040407,
20070323,
20070409,
20060412,
20060411,
20070501,
20050622,
20060905,
20140204,
20140206,
20141121,
20141126,
20141128,
20141202,
20070907,
20070917,
20071105,
20020711,
20090812,
20140304,
20090216,
20141204,
20141205,
20141216,
20140610,
20000421,
20080418,
20140311,
20040517,
20140324,
20140325,
20000423,
19980331,
19981216,
19991025,
20030618,
19911031,
20020612,
20050608,
20140325,
20140325,
20141219,
20141224,
20150106,
20150106,
20120220,
20121228,
20100608,
20100608,
20100616,
20110401,
20110413,
20110414,
20110421,
20081028,
20081030,
20090904,
20090910,
20020430,
19931201,
19920417,
19980124,
20140422,
20150130,
20150205,
20150209,
20150210,
20150212,
19960516,
20070412,
20090107,
20090123,
20140430,
20140509,
20140512,
20140516,
20140519,
20140523,
20150223,
20150226,
20150303,
20150304,
20050203,
20050503,
20041109,
20050203,
19981109,
20070409,
20000420,
20021212,
19980314,
19990120,
19981229,
19981212,
20000114,
19830616,
20140602,
20140612,
20020208,
20090909,
20140619,
20140627,
20140627,
20140627,
20140702,
20140704,
20000423,
20000406,
20001201,
20020315,
20040719,
20040531,
19790611,
19940402,
20000703,
20070709,
20070321,
20100317,
20040709,
20041016,
19940618,
20070727,
20040401,
20030325,
20050622,
19890823,
19930701,
20040802,
20070517,
19990107,
19990128,
20100203,
20100203,
20100208,
20100208,
20080613,
20080627,
20090501,
20090506,
20100303,
20100305,
20100311,
20101224,
20110103,
20080704,
20020404,
20000317,
20000714,
20080714,
19990120,
20070927,
19910530,
20120731,
20130408,
20071008,
20091013,
19980330,
19890715,
19981026,
20010131,
20010727,
20020129,
20071205,
19910111,
20070702,
19981114,
20000731,
20000224,
20010925,
19970426,
20050714,
20041129,
20041203,
20150108,
20140410,
20140411,
19831101,
20150109,
20150116,
20150119,
20150122,
20150127,
20150129,
20020924,
19810514,
20140421,
19931228,
20000423,
20070307,
20071112,
19990623,
19990115,
20000423,
19830706,
20020328,
19991220,
20141016,
20141020,
20141021,
20141029,
20030423,
19981229,
20040221,
20070503,
20071120,
20020812,
20110926,
20111026,
20131219,
20131219,
20141030,
20141104,
20141104,
20141107,
20141107,
20010129,
20140115,
20140116,
20140116,
20101221,
20141114,
20141114,
20130604,
19830627,
20000516,
20141119,
20141119,
20141122,
19900414,
19950420,
19920826,
20060627,
20060607,
19960410,
19941017,
20020823,
19990128,
20060915,
20040923,
19930427,
20070313,
20041125,
19880520,
20020326,
20030218,
20030621,
20050105,
19900914,
19990409,
19931030,
20111014,
20111027,
20111028,
20120731,
19850425,
19801218,
20130313,
20130318,
19990821,
20070515,
20030805,
20030930,
19931213,
20040218,
20020823,
20130403,
20110615,
20120423,
20120424,
20120430,
20120503,
20120503,
20120503,
20130411,
20130411,
20130416,
19940901,
20120807,
20120809,
20130902,
20130904,
20130916,
20130917,
20130927,
20060620,
20030412,
19810519,
20020802,
20050203,
20050216,
20030326,
20010309,
19991006,
19831101,
19831025,
20110706,
19860514,
20020725,
19971015,
20040126,
20040203,
20020823,
20020403,
20070704,
19880928,
19900321,
19920821,
20020104,
20070110,
20070111,
20060109,
20060510,
20060620,
20050819,
20110707,
20110719,
20120511,
20120521,
20120523,
20130422,
20130423,
20130508,
20050324,
20110727,
20110727,
20110801,
20110805,
20120618,
20130510,
20130522,
20130528,
20040730,
20110822,
20020308,
19861114,
19950404,
20110824,
20110826,
20160114,
20120625,
20120629,
20130621,
20130624,
20130701,
20130704,
20010723,
20110907,
20110914,
20120706,
20120712,
20120716,
20130712,
20130715,
20130718,
20130722,
20130724,
20130725,
20011114,
20061123,
19910409,
19940218,
19790412,
19980430,
19980526,
20041015,
20110919,
20110921,
20110930,
20111005,
20120717,
20120719,
20130808,
20130821,
20130823,
20070124,
20070302,
20061212,
20050316,
